Episode,TotalReward,Epsilon
1,-10.109352668324028,1.0
2,-10.11660799426999,0.736559652908221
3,-10.042863857104402,0.34901730169741024
4,-10.099781606360555,0.22229219984074702
5,0.04832728659359453,0.0996820918179746
6,-0.045621512530411024,0.0996820918179746
7,-0.03749975754518753,0.0996820918179746
8,-10.058734328506128,0.0996820918179746
9,-10.113004013523456,0.0996820918179746
10,0.005174760171292925,0.0996820918179746
11,-0.006919514382186742,0.0996820918179746
12,-0.04245418925658906,0.0996820918179746
13,0.022319367471559937,0.0996820918179746
14,-10.103933707443895,0.0996820918179746
15,0.026604011170139552,0.0996820918179746
16,-10.126200283519221,0.0996820918179746
17,-0.02395161334896423,0.0996820918179746
18,0.026991287874520986,0.0996820918179746
19,-0.013721733862038565,0.0996820918179746
20,0.07436770985666863,0.0996820918179746
21,-0.011690465437643516,0.0996820918179746
22,-0.005642397470576377,0.0996820918179746
23,0.026059288594828423,0.0996820918179746
24,-0.08604145401512642,0.0996820918179746
25,0.07004699283824811,0.0996820918179746
26,-0.0051692437086742204,0.0996820918179746
27,-0.05620259439868924,0.0996820918179746
28,-0.033872219180842156,0.0996820918179746
29,0.039154670180823414,0.0996820918179746
30,-10.089119924569308,0.0996820918179746
31,-0.012165310177525535,0.0996820918179746
32,-0.07023853369225952,0.0996820918179746
33,-10.12579462285325,0.0996820918179746
34,0.01471285183980009,0.0996820918179746
35,-0.042131904198170256,0.0996820918179746
36,-10.066792590355712,0.0996820918179746
37,-0.03533266123925893,0.0996820918179746
38,-0.03233008194014486,0.0996820918179746
39,-0.005569324128147035,0.0996820918179746
40,-10.106398279723805,0.0996820918179746
41,-10.022054936276843,0.0996820918179746
42,-0.003369545693904019,0.0996820918179746
43,-0.07797295021000794,0.0996820918179746
44,0.028117404716094807,0.0996820918179746
45,0.03493796697709184,0.0996820918179746
46,-10.119266860218273,0.0996820918179746
47,-10.100906153507037,0.0996820918179746
48,-10.06217376526009,0.0996820918179746
49,-0.03632538147933817,0.0996820918179746
50,-0.0357677703032967,0.0996820918179746
51,-10.074581566263673,0.0996820918179746
52,-0.07516854347629276,0.0996820918179746
53,-10.074516423559722,0.0996820918179746
54,-0.01901163440471998,0.0996820918179746
