scorer,DLC_resnet50_ant_transfer_learnJul17shuffle1_300000,DLC_resnet50_ant_transfer_learnJul17shuffle1_300000,DLC_resnet50_ant_transfer_learnJul17shuffle1_300000
bodyparts,body,body,body
coords,x,y,likelihood
72,578.7825927734375,120.6426010131836,0.9994750618934631
73,578.7825927734375,118.31155395507812,0.9996516704559326
74,579.4392700195312,115.54879760742188,0.9995424747467041
75,579.849609375,112.86128997802734,0.9994524121284485
76,580.8284301757812,107.71027374267578,0.9995176792144775
77,581.1884155273438,107.2391128540039,0.9995980858802795
78,581.1884155273438,107.22796630859375,0.999503493309021
79,581.1884155273438,107.21622467041016,0.9995241165161133
80,581.02392578125,106.95364379882812,0.9995243549346924
81,581.02392578125,106.95364379882812,0.9994983673095703
82,581.02392578125,106.95364379882812,0.9995094537734985
83,581.0528564453125,107.0577163696289,0.9994617104530334
84,581.0546875,107.12845611572266,0.9994577765464783
85,581.17822265625,107.20811462402344,0.9995574355125427
86,581.17822265625,107.20811462402344,0.9995294809341431
87,581.17822265625,107.20811462402344,0.9994958639144897
88,580.4380493164062,107.33025360107422,0.9993698000907898
89,579.1298217773438,108.30908203125,0.9989253878593445
90,578.3455810546875,108.93106842041016,0.9989765882492065
91,577.008544921875,108.93106842041016,0.9990414977073669
92,576.2819213867188,108.93106842041016,0.9990308284759521
93,575.7421264648438,108.93106842041016,0.9988895058631897
94,573.7277221679688,108.93106842041016,0.9984801411628723
95,572.0352783203125,109.19501495361328,0.9989277720451355
96,572.0322875976562,109.20281982421875,0.9989245533943176
97,570.69775390625,110.22325134277344,0.999272882938385
98,568.8497924804688,110.22325134277344,0.9996082186698914
99,567.6446533203125,110.25358581542969,0.999767005443573
100,564.7254028320312,110.3184585571289,0.9996275901794434
101,562.6892700195312,110.52208709716797,0.9994004964828491
102,559.7838745117188,110.52208709716797,0.9986138343811035
103,556.74609375,110.7853775024414,0.99913090467453
104,554.787841796875,110.80332946777344,0.9992361068725586
105,553.3848876953125,110.80332946777344,0.9994851350784302
106,553.0809326171875,110.80117797851562,0.9995610117912292
107,553.0729370117188,110.80117797851562,0.9995429515838623
108,553.0729370117188,110.84979248046875,0.999541163444519
109,553.0729370117188,110.90447235107422,0.9995433688163757
110,553.1345825195312,111.01478576660156,0.9995028972625732
111,553.1345825195312,111.01478576660156,0.9995477795600891
112,553.1345825195312,111.01478576660156,0.9995695948600769
113,552.431640625,110.45989990234375,0.9996200799942017
114,551.9526977539062,109.14688873291016,0.9997469782829285
115,550.3477783203125,107.0869140625,0.9996360540390015
116,548.6967163085938,106.04724884033203,0.9993170499801636
117,546.3893432617188,104.35820007324219,0.9995560050010681
118,545.3502197265625,104.1261215209961,0.9994950294494629
119,542.4822387695312,104.1261215209961,0.9988607168197632
120,542.4195556640625,104.35820007324219,0.9988793730735779
121,541.1864624023438,104.57449340820312,0.9990355968475342
122,539.50830078125,105.36371612548828,0.9991787075996399
123,537.571044921875,105.56322479248047,0.9990538954734802
124,533.7503662109375,106.15831756591797,0.9993880987167358
125,532.5007934570312,106.22418975830078,0.999152421951294
126,531.8346557617188,106.76705169677734,0.9990058541297913
127,531.7681274414062,106.82666778564453,0.9990861415863037
128,531.7681274414062,107.22970581054688,0.9990981817245483
129,531.7681274414062,107.29190063476562,0.9990636706352234
130,531.7681274414062,107.30760192871094,0.9990606904029846
131,531.643798828125,107.33229064941406,0.998944103717804
132,531.6337280273438,107.33229064941406,0.9989436268806458
133,531.6337280273438,107.33229064941406,0.9989697933197021
134,531.6337280273438,107.33229064941406,0.9990027546882629
135,531.7339477539062,107.33229064941406,0.999032735824585
136,531.8095703125,107.44852447509766,0.9990405440330505
137,532.2068481445312,108.05132293701172,0.9991021156311035
138,532.7014770507812,108.99227142333984,0.9993653893470764
139,533.8006591796875,111.30953979492188,0.9995436072349548
140,534.0862426757812,112.43763732910156,0.9994969367980957
141,534.4036865234375,114.30110931396484,0.9996389150619507
142,534.663330078125,115.70055389404297,0.9996110796928406
143,535.7310180664062,117.29359436035156,0.9995108842849731
144,535.7345581054688,117.29646301269531,0.9995096921920776
145,536.947998046875,118.56363677978516,0.9992092847824097
146,537.5996704101562,119.72306823730469,0.9989726543426514
147,537.7593994140625,119.95176696777344,0.9990247488021851
148,537.7593994140625,119.95176696777344,0.9990148544311523
149,537.7593994140625,119.95176696777344,0.9990329742431641
150,537.7222290039062,119.81978607177734,0.9992881417274475
151,537.6198120117188,119.80641174316406,0.9992434978485107
152,537.6198120117188,119.80641174316406,0.9992678761482239
153,537.6198120117188,119.81978607177734,0.9992783665657043
154,538.0401000976562,120.31000518798828,0.9992604851722717
155,539.023681640625,121.93994140625,0.9993640780448914
156,539.0258178710938,121.94279479980469,0.9993608593940735
157,539.6643676757812,122.8452377319336,0.9990033507347107
158,541.165283203125,125.8316879272461,0.9988135099411011
159,542.5413818359375,128.24977111816406,0.9992097616195679
160,544.8974609375,130.45697021484375,0.9995341300964355
161,546.9987182617188,133.564453125,0.9996775388717651
162,548.119384765625,134.63169860839844,0.9996440410614014
163,548.1488647460938,134.63523864746094,0.9996440410614014
164,548.172607421875,134.6959686279297,0.9996196031570435
165,548.172607421875,134.6959686279297,0.9996640682220459
166,548.2068481445312,134.72537231445312,0.9996258020401001
167,548.2324829101562,134.72683715820312,0.9996166229248047
168,548.264892578125,134.78622436523438,0.9996088147163391
169,548.2867431640625,134.78622436523438,0.9996048808097839
170,548.30810546875,134.7908935546875,0.9995943903923035
171,548.4255981445312,134.84677124023438,0.9996210336685181
172,549.5079956054688,136.51162719726562,0.9994542002677917
173,550.62841796875,140.1529083251953,0.9997040629386902
174,550.7451782226562,143.62368774414062,0.9996024966239929
175,551.1779174804688,145.09182739257812,0.9995900988578796
176,551.588134765625,148.02366638183594,0.999568521976471
177,552.6132202148438,150.75669860839844,0.9993725419044495
178,553.1296997070312,152.82579040527344,0.999213695526123
179,553.1296997070312,155.52940368652344,0.9995560050010681
180,553.1296997070312,155.55191040039062,0.9995691180229187
181,552.9291381835938,156.99476623535156,0.9995020627975464
182,552.90087890625,158.11231994628906,0.9993963241577148
183,552.8511352539062,158.21353149414062,0.9994267225265503
184,552.8450317382812,158.21353149414062,0.999377965927124
185,552.8450317382812,158.21353149414062,0.9994159936904907
186,552.8381958007812,158.17604064941406,0.9993942975997925
187,552.8381958007812,158.16702270507812,0.9994184970855713
188,552.8381958007812,158.16702270507812,0.999390721321106
189,552.8638916015625,158.16702270507812,0.9994300007820129
190,552.9774169921875,158.53439331054688,0.9993634819984436
191,553.0087280273438,159.7152099609375,0.9993939399719238
192,553.0140991210938,159.7158660888672,0.9993925094604492
193,553.2545166015625,161.1897430419922,0.9992891550064087
194,553.5861206054688,163.43841552734375,0.9993152618408203
195,555.2009887695312,166.09274291992188,0.9993901252746582
196,556.176025390625,166.80223083496094,0.9995570778846741
197,557.7678833007812,167.41360473632812,0.9994410872459412
198,558.4158325195312,167.90011596679688,0.9993064403533936
199,558.4158325195312,167.90011596679688,0.9993187189102173
200,558.44287109375,167.95631408691406,0.9993447661399841
201,558.4789428710938,167.9724884033203,0.9993792772293091
202,558.4913940429688,167.9834747314453,0.9993624091148376
203,558.4789428710938,167.95631408691406,0.9993358254432678
204,558.4913940429688,167.95631408691406,0.9993361830711365
205,558.4927368164062,167.99032592773438,0.9993218183517456
206,558.6940307617188,167.99032592773438,0.9992764592170715
207,560.9220581054688,169.12887573242188,0.9991822838783264
208,563.6063842773438,169.60789489746094,0.9993103742599487
209,568.7583618164062,171.99362182617188,0.9995624423027039
210,570.9781494140625,172.1983642578125,0.9993878602981567
211,573.6445922851562,173.5565948486328,0.9987057447433472
212,576.5599975585938,174.1608123779297,0.9991077780723572
213,579.6563720703125,174.7056884765625,0.9995502829551697
214,581.2871704101562,175.572021484375,0.9995601773262024
215,582.8662109375,176.26194763183594,0.9995181560516357
216,582.8831787109375,176.26309204101562,0.9995139837265015
217,583.5892333984375,176.28985595703125,0.99953293800354
218,585.124755859375,177.39913940429688,0.9993996620178223
219,587.4906616210938,179.03363037109375,0.9995061159133911
220,589.0961303710938,180.63970947265625,0.9996010661125183
221,594.5972290039062,183.69615173339844,0.9996438026428223
222,596.0586547851562,184.48263549804688,0.9995378255844116
223,598.2236328125,185.94305419921875,0.999667763710022
224,599.6976928710938,187.3322296142578,0.9997074007987976
225,600.2605590820312,188.84756469726562,0.9997344613075256
226,600.2628784179688,189.34181213378906,0.9996943473815918
227,600.4113159179688,189.73460388183594,0.9996656179428101
228,600.4120483398438,189.75070190429688,0.999664306640625
229,600.416259765625,189.75119018554688,0.9996684789657593
230,600.6193237304688,189.80093383789062,0.9996206760406494
231,600.6224365234375,189.80355834960938,0.9996175765991211
232,600.6288452148438,189.8068389892578,0.9996191263198853
233,601.1151733398438,193.0022735595703,0.9993407130241394
234,601.2295532226562,195.73611450195312,0.9994540810585022
235,601.374267578125,198.85581970214844,0.9994138479232788
236,601.374267578125,200.8281707763672,0.9994221925735474
237,601.374267578125,202.772705078125,0.9995105266571045
238,600.5419311523438,204.4840545654297,0.9996742010116577
239,599.7950439453125,206.5545196533203,0.9997116923332214
240,599.7498779296875,206.62704467773438,0.9997279047966003
241,599.5471801757812,207.26864624023438,0.9997331500053406
242,598.9083251953125,207.91372680664062,0.9996938705444336
243,597.1201171875,208.93223571777344,0.9996823072433472
244,593.884521484375,213.57745361328125,0.999734103679657
245,592.449951171875,214.43869018554688,0.9996860027313232
246,590.1419677734375,216.68048095703125,0.9993346333503723
247,588.2251586914062,217.55284118652344,0.9993701577186584
248,587.3046264648438,217.71987915039062,0.9994708895683289
249,586.62841796875,218.39706420898438,0.9994524121284485
250,586.0736694335938,219.02621459960938,0.9994646906852722
251,586.033203125,219.02621459960938,0.9994869232177734
252,586.0138549804688,219.02621459960938,0.9994896650314331
253,585.99658203125,219.0477752685547,0.9994820952415466
254,585.99658203125,219.0477752685547,0.9995118379592896
255,585.976318359375,219.0477752685547,0.9994970560073853
256,585.9330444335938,219.1189422607422,0.9994864463806152
257,582.9850463867188,222.02955627441406,0.9997666478157043
258,581.4296264648438,223.6950225830078,0.999672532081604
259,578.9967651367188,225.7373809814453,0.9996253252029419
260,577.2102661132812,227.92825317382812,0.999679446220398
261,575.4625244140625,229.75289916992188,0.9996347427368164
262,574.1689453125,231.0802764892578,0.9995891451835632
263,573.1249389648438,232.6201171875,0.9994331002235413
264,573.1209106445312,232.65283203125,0.9994322657585144
265,572.0924072265625,233.74130249023438,0.9992859959602356
266,571.767822265625,235.4078369140625,0.9992499947547913
267,571.66943359375,235.84828186035156,0.999284565448761
268,571.4089965820312,236.5184783935547,0.9993454813957214
269,571.40283203125,236.6302947998047,0.9993282556533813
270,571.1588134765625,236.7454071044922,0.9994021654129028
271,571.1057739257812,236.82281494140625,0.9994066953659058
272,570.9555053710938,236.9268341064453,0.9993532299995422
273,568.5958251953125,238.1005401611328,0.9996324777603149
274,567.7315673828125,238.44285583496094,0.9997437596321106
275,565.6065063476562,238.7925262451172,0.9997076392173767
276,565.6038818359375,238.80262756347656,0.9997076392173767
277,563.626220703125,239.11244201660156,0.9996215105056763
278,561.2008666992188,239.52645874023438,0.9994221925735474
279,557.5115966796875,239.9657745361328,0.9993129968643188
280,555.6287231445312,240.0447235107422,0.9995242357254028
281,553.009521484375,240.3667449951172,0.9994121789932251
282,552.4769897460938,240.36891174316406,0.9995332956314087
283,552.4608154296875,240.36891174316406,0.9995346069335938
284,552.4608154296875,240.36891174316406,0.9995332956314087
285,552.456787109375,240.37599182128906,0.9995284080505371
286,552.447998046875,240.38601684570312,0.9995307922363281
287,552.3981323242188,240.38839721679688,0.9995152950286865
288,552.3892211914062,240.38839721679688,0.9995185136795044
289,552.3892211914062,240.38839721679688,0.9995360374450684
290,552.3892211914062,240.38839721679688,0.9995251893997192
291,552.3998413085938,240.39918518066406,0.9995298385620117
292,552.6559448242188,240.53573608398438,0.999478280544281
293,553.2085571289062,242.0057373046875,0.9993228912353516
294,553.8184814453125,243.2863006591797,0.999413013458252
295,555.4219970703125,245.13955688476562,0.9993312358856201
296,556.2670288085938,245.73838806152344,0.9993613362312317
297,557.0105590820312,246.94996643066406,0.9995206594467163
298,559.7044067382812,248.4735107421875,0.9992302656173706
299,561.2066650390625,249.2650146484375,0.9991624355316162
300,561.2405395507812,249.29734802246094,0.999144434928894
301,562.8865966796875,251.1366729736328,0.9992545247077942
302,564.629150390625,253.1045684814453,0.9996532201766968
303,565.6416015625,254.71629333496094,0.9996911287307739
304,567.351806640625,256.3442687988281,0.999616265296936
305,568.2319946289062,258.1883544921875,0.9995287656784058
306,569.6408081054688,259.6227722167969,0.9994376301765442
307,572.0870361328125,261.80279541015625,0.9994920492172241
308,573.6091918945312,263.814208984375,0.9994192123413086
309,575.6748657226562,264.7187194824219,0.9991735816001892
310,577.955322265625,266.77423095703125,0.9991610050201416
311,579.6651611328125,268.8865661621094,0.9995183944702148
312,579.6978149414062,268.9211730957031,0.9995205402374268
313,581.6077270507812,271.7056884765625,0.9997021555900574
314,581.9829711914062,273.6405029296875,0.9997105002403259
315,583.4907836914062,276.3124084472656,0.9996973276138306
316,585.2960815429688,278.7914733886719,0.9994951486587524
317,587.4848022460938,281.8677062988281,0.999358594417572
318,588.2892456054688,285.4676513671875,0.9992232322692871
319,588.8327026367188,288.0606689453125,0.999561607837677
320,589.8214721679688,290.8551940917969,0.9996546506881714
321,590.9779052734375,292.9553527832031,0.9995372295379639
322,592.2745971679688,295.4678649902344,0.99957674741745
323,592.9554443359375,298.232421875,0.9989884495735168
324,592.9573974609375,298.26873779296875,0.9990081191062927
325,592.9573974609375,300.3309326171875,0.9991006851196289
326,592.9554443359375,302.6897277832031,0.9994708895683289
327,592.28466796875,305.3092041015625,0.9994687438011169
328,591.888427734375,306.612548828125,0.9995585083961487
329,591.3291015625,309.03924560546875,0.999561607837677
330,589.7778930664062,311.53839111328125,0.9995073080062866
331,588.0746459960938,314.2552185058594,0.9992433786392212
332,587.3345336914062,316.71795654296875,0.999302864074707
333,585.8373413085938,318.9081115722656,0.9994268417358398
334,585.4832763671875,320.12518310546875,0.9993144273757935
335,583.5027465820312,321.50506591796875,0.9996033310890198
336,583.4992065429688,321.5065002441406,0.999601423740387
337,581.998779296875,322.8453369140625,0.9996694326400757
338,581.0358276367188,323.7054443359375,0.99962317943573
339,578.5833129882812,326.5255432128906,0.9996887445449829
340,576.950439453125,327.75439453125,0.9995404481887817
341,571.7643432617188,330.85943603515625,0.9991999268531799
342,570.3161010742188,333.02581787109375,0.9992844462394714
343,567.8764038085938,334.1546936035156,0.9997196793556213
344,565.0064697265625,334.42437744140625,0.9996490478515625
345,563.6102294921875,335.5091552734375,0.999548614025116
346,560.2606811523438,336.2680969238281,0.9993172883987427
347,557.9994506835938,337.28607177734375,0.999509334564209
348,557.996337890625,337.3187561035156,0.9995039701461792
349,556.2072143554688,338.7080078125,0.9994977712631226
350,553.4837036132812,340.18548583984375,0.9993641972541809
351,552.9337768554688,342.083984375,0.9993056058883667
352,551.6791381835938,344.10302734375,0.9993584752082825
353,549.2597045898438,346.869140625,0.9994327425956726
354,548.7365112304688,350.0705261230469,0.9995518326759338
355,546.7216186523438,353.6592102050781,0.999359667301178
356,545.7940063476562,355.8019104003906,0.9995272159576416
357,545.312255859375,358.40960693359375,0.999614953994751
358,544.78759765625,360.345947265625,0.999247670173645
359,544.0087280273438,362.11328125,0.9986079335212708
360,543.9949340820312,362.1868896484375,0.9986542463302612
361,541.6445922851562,366.3023376464844,0.9986342787742615
362,540.9977416992188,368.6959533691406,0.9993890523910522
363,540.8738403320312,370.6733093261719,0.9994786381721497
364,540.8738403320312,373.4197692871094,0.9993626475334167
365,540.8738403320312,375.09613037109375,0.9993689656257629
366,541.1677856445312,376.6368103027344,0.999116837978363
367,541.179931640625,376.8124694824219,0.9990137815475464
368,541.2011108398438,376.83514404296875,0.9990953207015991
369,541.2088623046875,376.8370056152344,0.9990832805633545
370,541.2369995117188,376.8470764160156,0.9990682005882263
371,541.2726440429688,376.8470764160156,0.9989984631538391
372,541.2738647460938,376.8470764160156,0.9989874958992004
373,541.4049072265625,376.8526916503906,0.9991555213928223
374,542.0706787109375,376.8555908203125,0.9990046620368958
375,543.853271484375,377.055419921875,0.9989375472068787
376,545.9222412109375,377.2580871582031,0.9990695118904114
377,548.6221313476562,377.5904541015625,0.9993663430213928
378,550.5526123046875,377.8821105957031,0.9995163679122925
379,551.906494140625,377.8821105957031,0.9994608759880066
380,554.4619750976562,377.8821105957031,0.9992971420288086
381,555.4329833984375,377.2904968261719,0.9994148015975952
382,558.4933471679688,377.09552001953125,0.9988831877708435
383,561.7302856445312,376.51861572265625,0.9993709921836853
384,561.741455078125,376.5165710449219,0.9993677735328674
385,563.9119873046875,376.2464599609375,0.9995361566543579
386,566.6694946289062,376.0081787109375,0.9994634985923767
387,569.539306640625,375.6039733886719,0.9994551539421082
388,572.4868774414062,375.17803955078125,0.9994484782218933
389,578.3162231445312,374.973876953125,0.9996800422668457
390,580.641845703125,374.973876953125,0.9996405839920044
391,583.0426635742188,374.973876953125,0.999586284160614
392,585.6105346679688,375.1651306152344,0.9994494318962097
393,587.7993774414062,375.26190185546875,0.9994679093360901
394,589.9207763671875,375.338134765625,0.9993846416473389
395,593.7717895507812,375.3938903808594,0.9996142387390137
396,593.7740478515625,375.3946533203125,0.999614953994751
397,595.5742797851562,375.4419250488281,0.9996176958084106
398,598.19580078125,376.3613586425781,0.9994623064994812
399,600.2355346679688,376.4934387207031,0.9993834495544434
400,602.5191650390625,376.6957702636719,0.9994723200798035
401,606.5504760742188,376.6957702636719,0.9990659356117249
402,609.6243896484375,376.725341796875,0.9994142055511475
403,611.81640625,376.6957702636719,0.9994674324989319
404,613.4867553710938,376.5748291015625,0.999407172203064
405,615.15185546875,376.01434326171875,0.9995193481445312
406,616.444091796875,375.1363525390625,0.9994320273399353
407,618.2122192382812,374.7251892089844,0.9993841648101807
408,618.2188110351562,374.722412109375,0.999372661113739
409,620.9387817382812,372.6017761230469,0.999450147151947
410,621.9253540039062,371.5592041015625,0.9995796084403992
411,624.3240966796875,370.5877685546875,0.9995976090431213
412,626.0535278320312,370.1948547363281,0.9995890259742737
413,630.7144775390625,368.6710510253906,0.9995923638343811
414,633.15869140625,368.4713134765625,0.9993852376937866
415,635.4727783203125,367.85400390625,0.99950110912323
416,639.7299194335938,366.7919006347656,0.9991439580917358
417,642.1593627929688,366.00164794921875,0.9994863271713257
418,644.3767700195312,364.8399963378906,0.999550998210907
419,647.2830810546875,364.7119445800781,0.9997275471687317
420,647.2836303710938,364.65325927734375,0.9997206330299377
421,649.0598754882812,363.9022216796875,0.9995768666267395
422,650.9705200195312,361.6733703613281,0.9994240999221802
423,653.39794921875,361.0703125,0.9992716908454895
424,654.5774536132812,360.4096984863281,0.9992281198501587
425,656.654052734375,357.1275634765625,0.999683141708374
426,658.4739379882812,355.2054443359375,0.9996440410614014
427,660.400634765625,352.28326416015625,0.9996119141578674
428,662.6779174804688,351.0293273925781,0.9997052550315857
429,663.873046875,349.8036193847656,0.9997039437294006
430,665.3978881835938,348.6349182128906,0.999395489692688
431,665.405517578125,348.6349182128906,0.9993892908096313
432,665.4326171875,348.6349182128906,0.999388575553894
433,666.4703369140625,348.8685302734375,0.9993398785591125
434,666.969970703125,350.3653259277344,0.9993436932563782
435,668.490234375,351.755615234375,0.9995253086090088
436,669.8092041015625,352.7635192871094,0.9995336532592773
437,672.1280517578125,355.1011047363281,0.9995468258857727
438,674.1524658203125,357.456298828125,0.9997208714485168
439,675.8133544921875,358.7563781738281,0.9996812343597412
440,677.6538696289062,359.91387939453125,0.9996048808097839
441,679.8054809570312,361.23309326171875,0.9995152950286865
442,682.3865966796875,362.3405456542969,0.9994589686393738
443,683.75732421875,364.092529296875,0.999281108379364
444,683.7578125,364.10211181640625,0.9992808699607849
445,684.946044921875,366.74957275390625,0.9994274377822876
446,687.1192626953125,368.9470520019531,0.9995629191398621
447,688.8803100585938,370.9444885253906,0.9996360540390015
448,690.8115234375,372.8107604980469,0.9996968507766724
449,694.4310302734375,377.2118835449219,0.9995853304862976
450,696.4938354492188,380.2213134765625,0.9996720552444458
451,697.7583618164062,381.8963623046875,0.9993982315063477
452,699.3790893554688,383.6786193847656,0.9995914101600647
453,701.1156616210938,385.42108154296875,0.9996520280838013
454,703.4685668945312,387.701904296875,0.9995833039283752
455,705.2315673828125,389.324462890625,0.9997456669807434
456,705.2349853515625,389.324951171875,0.9997480511665344
457,706.9437866210938,390.80596923828125,0.999691367149353
458,708.9627075195312,393.350341796875,0.9995620846748352
459,710.1571044921875,395.15594482421875,0.9997323155403137
460,712.0030517578125,398.42803955078125,0.9996330738067627
461,712.9783935546875,402.4151611328125,0.9994008541107178
462,714.6663818359375,405.4403991699219,0.99934321641922
463,715.5906372070312,408.4466247558594,0.9995717406272888
464,715.8509521484375,409.1695251464844,0.9994133710861206
465,717.2965087890625,412.5211181640625,0.998860239982605
466,717.3161010742188,414.8020935058594,0.999228835105896
467,718.3112182617188,416.51885986328125,0.9993390440940857
468,718.3287353515625,416.52294921875,0.9993458390235901
469,719.455810546875,417.119384765625,0.999502420425415
470,721.5723266601562,417.28558349609375,0.9995312690734863
471,723.8679809570312,417.7458190917969,0.9996034502983093
472,725.781005859375,417.9952087402344,0.9997047781944275
473,732.216552734375,420.42041015625,0.9994159936904907
474,733.5278930664062,420.944580078125,0.9994648098945618
475,734.1499633789062,420.98291015625,0.9995269775390625
476,734.1549682617188,420.9888000488281,0.9995307922363281
477,734.1549682617188,420.9888000488281,0.9995284080505371
478,734.1549682617188,420.9899597167969,0.9995259046554565
479,734.1499633789062,421.0019836425781,0.999518632888794
480,734.1466064453125,421.0019836425781,0.9995087385177612
481,734.1431884765625,421.0019836425781,0.9994995594024658
482,734.1431884765625,421.03692626953125,0.9995299577713013
483,734.1431884765625,420.9326171875,0.9995569586753845
484,734.3637084960938,420.8527526855469,0.9995018243789673
485,736.8121337890625,419.944091796875,0.9996016621589661
486,739.1920166015625,418.40802001953125,0.999542236328125
487,741.7012329101562,417.38946533203125,0.9996330738067627
488,743.8001098632812,416.0388488769531,0.999618411064148
489,746.0159912109375,414.5224609375,0.9992693066596985
490,748.805419921875,412.7785949707031,0.9987289309501648
491,752.5173950195312,411.8736267089844,0.9987817406654358
492,752.51806640625,411.873291015625,0.9987807869911194
493,755.3658447265625,410.04461669921875,0.9989244341850281
494,758.42724609375,409.8356018066406,0.9994377493858337
495,760.561279296875,409.8356018066406,0.9992915391921997
496,762.831787109375,409.8356018066406,0.9993531107902527
497,768.9473876953125,410.82684326171875,0.998863935470581
498,771.2597045898438,411.2624206542969,0.9990511536598206
499,773.4133911132812,413.1702880859375,0.9996254444122314
500,775.97119140625,415.2278137207031,0.9996227025985718
501,777.3526611328125,416.68304443359375,0.999345600605011
502,779.3490600585938,418.3883056640625,0.9994789958000183
503,782.3826904296875,420.3298645019531,0.999566376209259
504,782.3883056640625,420.3490905761719,0.9995654225349426
505,785.2686767578125,421.8202209472656,0.9997206330299377
506,787.1344604492188,423.5108337402344,0.9996199607849121
507,789.7166137695312,425.487548828125,0.9995673298835754
508,791.7244262695312,427.7491455078125,0.9997380375862122
509,795.539306640625,432.03277587890625,0.9995334148406982
510,797.450927734375,434.95196533203125,0.9995651841163635
511,799.29345703125,437.3421936035156,0.9995325803756714
512,801.650634765625,439.39715576171875,0.9996283054351807
513,803.7342529296875,441.5563659667969,0.9993071556091309
514,805.341064453125,443.5072937011719,0.9996209144592285
515,806.8939208984375,447.1561584472656,0.9996976852416992
516,806.8947143554688,447.156982421875,0.9996987581253052
517,806.94287109375,449.2187194824219,0.9995088577270508
518,808.8955688476562,451.9974060058594,0.9993041753768921
