route_name,img_name,x_m,y_m,z_m,heading
full_grid,rgb_0092.png,-0.17,-0.34299999999999997,0.43,180
full_grid,rgb_0093.png,-0.145,-0.34299999999999997,0.43,180
full_grid,rgb_0094.png,-0.12000000000000002,-0.34299999999999997,0.43,180
full_grid,rgb_0095.png,-0.095,-0.34299999999999997,0.43,180
full_grid,rgb_0096.png,-0.07,-0.34299999999999997,0.43,180
full_grid,rgb_0097.png,-0.04500000000000001,-0.34299999999999997,0.43,180
full_grid,rgb_0098.png,-0.01999999999999999,-0.34299999999999997,0.43,180
full_grid,rgb_0099.png,0.0050000000000000044,-0.34299999999999997,0.43,180
full_grid,rgb_0100.png,0.03,-0.34299999999999997,0.43,180
full_grid,rgb_0101.png,0.05499999999999999,-0.34299999999999997,0.43,180
full_grid,rgb_0102.png,0.07999999999999999,-0.34299999999999997,0.43,180
full_grid,rgb_0103.png,0.10500000000000001,-0.34299999999999997,0.43,180
full_grid,rgb_0104.png,0.13000000000000003,-0.34299999999999997,0.43,180
full_grid,rgb_0105.png,0.155,-0.34299999999999997,0.43,180
full_grid,rgb_0106.png,0.18000000000000002,-0.34299999999999997,0.43,180
full_grid,rgb_0107.png,0.205,-0.34299999999999997,0.43,180
full_grid,rgb_0108.png,0.23,-0.34299999999999997,0.43,180
full_grid,rgb_0109.png,0.255,-0.34299999999999997,0.43,180
full_grid,rgb_0110.png,0.28,-0.34299999999999997,0.43,180
full_grid,rgb_0111.png,0.30500000000000005,-0.34299999999999997,0.43,180
full_grid,rgb_0112.png,0.32999999999999996,-0.34299999999999997,0.43,180
full_grid,rgb_0113.png,0.355,-0.34299999999999997,0.43,180
full_grid,rgb_0114.png,0.38,-0.34299999999999997,0.43,180
full_grid,rgb_0115.png,-0.17,-0.318,0.43,180
full_grid,rgb_0116.png,-0.145,-0.318,0.43,180
full_grid,rgb_0117.png,-0.12000000000000002,-0.318,0.43,180
full_grid,rgb_0118.png,-0.095,-0.318,0.43,180
full_grid,rgb_0119.png,-0.07,-0.318,0.43,180
full_grid,rgb_0120.png,-0.04500000000000001,-0.318,0.43,180
full_grid,rgb_0121.png,-0.01999999999999999,-0.318,0.43,180
full_grid,rgb_0122.png,0.0050000000000000044,-0.318,0.43,180
full_grid,rgb_0123.png,0.03,-0.318,0.43,180
full_grid,rgb_0124.png,0.05499999999999999,-0.318,0.43,180
full_grid,rgb_0125.png,0.07999999999999999,-0.318,0.43,180
full_grid,rgb_0126.png,0.10500000000000001,-0.318,0.43,180
full_grid,rgb_0127.png,0.13000000000000003,-0.318,0.43,180
full_grid,rgb_0128.png,0.155,-0.318,0.43,180
full_grid,rgb_0129.png,0.18000000000000002,-0.318,0.43,180
full_grid,rgb_0130.png,0.205,-0.318,0.43,180
full_grid,rgb_0131.png,0.23,-0.318,0.43,180
full_grid,rgb_0132.png,0.255,-0.318,0.43,180
full_grid,rgb_0133.png,0.28,-0.318,0.43,180
full_grid,rgb_0134.png,0.30500000000000005,-0.318,0.43,180
full_grid,rgb_0135.png,0.32999999999999996,-0.318,0.43,180
full_grid,rgb_0136.png,0.355,-0.318,0.43,180
full_grid,rgb_0137.png,0.38,-0.318,0.43,180
full_grid,rgb_0138.png,-0.17,-0.293,0.43,180
full_grid,rgb_0139.png,-0.145,-0.293,0.43,180
full_grid,rgb_0140.png,-0.12000000000000002,-0.293,0.43,180
full_grid,rgb_0141.png,-0.095,-0.293,0.43,180
full_grid,rgb_0142.png,-0.07,-0.293,0.43,180
full_grid,rgb_0143.png,-0.04500000000000001,-0.293,0.43,180
full_grid,rgb_0144.png,-0.01999999999999999,-0.293,0.43,180
full_grid,rgb_0145.png,0.0050000000000000044,-0.293,0.43,180
full_grid,rgb_0146.png,0.03,-0.293,0.43,180
full_grid,rgb_0147.png,0.05499999999999999,-0.293,0.43,180
full_grid,rgb_0148.png,0.07999999999999999,-0.293,0.43,180
full_grid,rgb_0149.png,0.10500000000000001,-0.293,0.43,180
full_grid,rgb_0150.png,0.13000000000000003,-0.293,0.43,180
full_grid,rgb_0151.png,0.155,-0.293,0.43,180
full_grid,rgb_0152.png,0.18000000000000002,-0.293,0.43,180
full_grid,rgb_0153.png,0.205,-0.293,0.43,180
full_grid,rgb_0154.png,0.23,-0.293,0.43,180
full_grid,rgb_0155.png,0.255,-0.293,0.43,180
full_grid,rgb_0156.png,0.28,-0.293,0.43,180
full_grid,rgb_0157.png,0.30500000000000005,-0.293,0.43,180
full_grid,rgb_0158.png,0.32999999999999996,-0.293,0.43,180
full_grid,rgb_0159.png,0.355,-0.293,0.43,180
full_grid,rgb_0160.png,0.38,-0.293,0.43,180
full_grid,rgb_0161.png,-0.17,-0.268,0.43,180
full_grid,rgb_0162.png,-0.145,-0.268,0.43,180
full_grid,rgb_0163.png,-0.12000000000000002,-0.268,0.43,180
full_grid,rgb_0164.png,-0.095,-0.268,0.43,180
full_grid,rgb_0165.png,-0.07,-0.268,0.43,180
full_grid,rgb_0166.png,-0.04500000000000001,-0.268,0.43,180
full_grid,rgb_0167.png,-0.01999999999999999,-0.268,0.43,180
full_grid,rgb_0168.png,0.0050000000000000044,-0.268,0.43,180
full_grid,rgb_0169.png,0.03,-0.268,0.43,180
full_grid,rgb_0170.png,0.05499999999999999,-0.268,0.43,180
full_grid,rgb_0171.png,0.07999999999999999,-0.268,0.43,180
full_grid,rgb_0172.png,0.10500000000000001,-0.268,0.43,180
full_grid,rgb_0173.png,0.13000000000000003,-0.268,0.43,180
full_grid,rgb_0174.png,0.155,-0.268,0.43,180
full_grid,rgb_0175.png,0.18000000000000002,-0.268,0.43,180
full_grid,rgb_0176.png,0.205,-0.268,0.43,180
full_grid,rgb_0177.png,0.23,-0.268,0.43,180
full_grid,rgb_0178.png,0.255,-0.268,0.43,180
full_grid,rgb_0179.png,0.28,-0.268,0.43,180
full_grid,rgb_0180.png,0.30500000000000005,-0.268,0.43,180
full_grid,rgb_0181.png,0.32999999999999996,-0.268,0.43,180
full_grid,rgb_0182.png,0.355,-0.268,0.43,180
full_grid,rgb_0183.png,0.38,-0.268,0.43,180
full_grid,rgb_0184.png,-0.17,-0.243,0.43,180
full_grid,rgb_0185.png,-0.145,-0.243,0.43,180
full_grid,rgb_0186.png,-0.12000000000000002,-0.243,0.43,180
full_grid,rgb_0187.png,-0.095,-0.243,0.43,180
full_grid,rgb_0188.png,-0.07,-0.243,0.43,180
full_grid,rgb_0189.png,-0.04500000000000001,-0.243,0.43,180
full_grid,rgb_0190.png,-0.01999999999999999,-0.243,0.43,180
full_grid,rgb_0191.png,0.0050000000000000044,-0.243,0.43,180
full_grid,rgb_0192.png,0.03,-0.243,0.43,180
full_grid,rgb_0193.png,0.05499999999999999,-0.243,0.43,180
full_grid,rgb_0194.png,0.07999999999999999,-0.243,0.43,180
full_grid,rgb_0195.png,0.10500000000000001,-0.243,0.43,180
full_grid,rgb_0196.png,0.13000000000000003,-0.243,0.43,180
full_grid,rgb_0197.png,0.155,-0.243,0.43,180
full_grid,rgb_0198.png,0.18000000000000002,-0.243,0.43,180
full_grid,rgb_0199.png,0.205,-0.243,0.43,180
full_grid,rgb_0200.png,0.23,-0.243,0.43,180
full_grid,rgb_0201.png,0.255,-0.243,0.43,180
full_grid,rgb_0202.png,0.28,-0.243,0.43,180
full_grid,rgb_0203.png,0.30500000000000005,-0.243,0.43,180
full_grid,rgb_0204.png,0.32999999999999996,-0.243,0.43,180
full_grid,rgb_0205.png,0.355,-0.243,0.43,180
full_grid,rgb_0206.png,0.38,-0.243,0.43,180
full_grid,rgb_0207.png,-0.17,-0.218,0.43,180
full_grid,rgb_0208.png,-0.145,-0.218,0.43,180
full_grid,rgb_0209.png,-0.12000000000000002,-0.218,0.43,180
full_grid,rgb_0210.png,-0.095,-0.218,0.43,180
full_grid,rgb_0211.png,-0.07,-0.218,0.43,180
full_grid,rgb_0212.png,-0.04500000000000001,-0.218,0.43,180
full_grid,rgb_0213.png,-0.01999999999999999,-0.218,0.43,180
full_grid,rgb_0214.png,0.0050000000000000044,-0.218,0.43,180
full_grid,rgb_0215.png,0.03,-0.218,0.43,180
full_grid,rgb_0216.png,0.05499999999999999,-0.218,0.43,180
full_grid,rgb_0217.png,0.07999999999999999,-0.218,0.43,180
full_grid,rgb_0218.png,0.10500000000000001,-0.218,0.43,180
full_grid,rgb_0219.png,0.13000000000000003,-0.218,0.43,180
full_grid,rgb_0220.png,0.155,-0.218,0.43,180
full_grid,rgb_0221.png,0.18000000000000002,-0.218,0.43,180
full_grid,rgb_0222.png,0.205,-0.218,0.43,180
full_grid,rgb_0223.png,0.23,-0.218,0.43,180
full_grid,rgb_0224.png,0.255,-0.218,0.43,180
full_grid,rgb_0225.png,0.28,-0.218,0.43,180
full_grid,rgb_0226.png,0.30500000000000005,-0.218,0.43,180
full_grid,rgb_0227.png,0.32999999999999996,-0.218,0.43,180
full_grid,rgb_0228.png,0.355,-0.218,0.43,180
full_grid,rgb_0229.png,0.38,-0.218,0.43,180
full_grid,rgb_0230.png,-0.17,-0.193,0.43,180
full_grid,rgb_0231.png,-0.145,-0.193,0.43,180
full_grid,rgb_0232.png,-0.12000000000000002,-0.193,0.43,180
full_grid,rgb_0233.png,-0.095,-0.193,0.43,180
full_grid,rgb_0234.png,-0.07,-0.193,0.43,180
full_grid,rgb_0235.png,-0.04500000000000001,-0.193,0.43,180
full_grid,rgb_0236.png,-0.01999999999999999,-0.193,0.43,180
full_grid,rgb_0237.png,0.0050000000000000044,-0.193,0.43,180
full_grid,rgb_0238.png,0.03,-0.193,0.43,180
full_grid,rgb_0239.png,0.05499999999999999,-0.193,0.43,180
full_grid,rgb_0240.png,0.07999999999999999,-0.193,0.43,180
full_grid,rgb_0241.png,0.10500000000000001,-0.193,0.43,180
full_grid,rgb_0242.png,0.13000000000000003,-0.193,0.43,180
full_grid,rgb_0243.png,0.155,-0.193,0.43,180
full_grid,rgb_0244.png,0.18000000000000002,-0.193,0.43,180
full_grid,rgb_0245.png,0.205,-0.193,0.43,180
full_grid,rgb_0246.png,0.23,-0.193,0.43,180
full_grid,rgb_0247.png,0.255,-0.193,0.43,180
full_grid,rgb_0248.png,0.28,-0.193,0.43,180
full_grid,rgb_0249.png,0.30500000000000005,-0.193,0.43,180
full_grid,rgb_0250.png,0.32999999999999996,-0.193,0.43,180
full_grid,rgb_0251.png,0.355,-0.193,0.43,180
full_grid,rgb_0252.png,0.38,-0.193,0.43,180
full_grid,rgb_0253.png,-0.17,-0.16799999999999998,0.43,180
full_grid,rgb_0254.png,-0.145,-0.16799999999999998,0.43,180
full_grid,rgb_0255.png,-0.12000000000000002,-0.16799999999999998,0.43,180
full_grid,rgb_0256.png,-0.095,-0.16799999999999998,0.43,180
full_grid,rgb_0257.png,-0.07,-0.16799999999999998,0.43,180
full_grid,rgb_0258.png,-0.04500000000000001,-0.16799999999999998,0.43,180
full_grid,rgb_0259.png,-0.01999999999999999,-0.16799999999999998,0.43,180
full_grid,rgb_0260.png,0.0050000000000000044,-0.16799999999999998,0.43,180
full_grid,rgb_0261.png,0.03,-0.16799999999999998,0.43,180
full_grid,rgb_0262.png,0.05499999999999999,-0.16799999999999998,0.43,180
full_grid,rgb_0263.png,0.07999999999999999,-0.16799999999999998,0.43,180
full_grid,rgb_0264.png,0.10500000000000001,-0.16799999999999998,0.43,180
full_grid,rgb_0265.png,0.13000000000000003,-0.16799999999999998,0.43,180
full_grid,rgb_0266.png,0.155,-0.16799999999999998,0.43,180
full_grid,rgb_0267.png,0.18000000000000002,-0.16799999999999998,0.43,180
full_grid,rgb_0268.png,0.205,-0.16799999999999998,0.43,180
full_grid,rgb_0269.png,0.23,-0.16799999999999998,0.43,180
full_grid,rgb_0270.png,0.255,-0.16799999999999998,0.43,180
full_grid,rgb_0271.png,0.28,-0.16799999999999998,0.43,180
full_grid,rgb_0272.png,0.30500000000000005,-0.16799999999999998,0.43,180
full_grid,rgb_0273.png,0.32999999999999996,-0.16799999999999998,0.43,180
full_grid,rgb_0274.png,0.355,-0.16799999999999998,0.43,180
full_grid,rgb_0275.png,0.38,-0.16799999999999998,0.43,180
full_grid,rgb_0276.png,-0.17,-0.14299999999999996,0.43,180
full_grid,rgb_0277.png,-0.145,-0.14299999999999996,0.43,180
full_grid,rgb_0278.png,-0.12000000000000002,-0.14299999999999996,0.43,180
full_grid,rgb_0279.png,-0.095,-0.14299999999999996,0.43,180
full_grid,rgb_0280.png,-0.07,-0.14299999999999996,0.43,180
full_grid,rgb_0281.png,-0.04500000000000001,-0.14299999999999996,0.43,180
full_grid,rgb_0282.png,-0.01999999999999999,-0.14299999999999996,0.43,180
full_grid,rgb_0283.png,0.0050000000000000044,-0.14299999999999996,0.43,180
full_grid,rgb_0284.png,0.03,-0.14299999999999996,0.43,180
full_grid,rgb_0285.png,0.05499999999999999,-0.14299999999999996,0.43,180
full_grid,rgb_0286.png,0.07999999999999999,-0.14299999999999996,0.43,180
full_grid,rgb_0287.png,0.10500000000000001,-0.14299999999999996,0.43,180
full_grid,rgb_0288.png,0.13000000000000003,-0.14299999999999996,0.43,180
full_grid,rgb_0289.png,0.155,-0.14299999999999996,0.43,180
full_grid,rgb_0290.png,0.18000000000000002,-0.14299999999999996,0.43,180
full_grid,rgb_0291.png,0.205,-0.14299999999999996,0.43,180
full_grid,rgb_0292.png,0.23,-0.14299999999999996,0.43,180
full_grid,rgb_0293.png,0.255,-0.14299999999999996,0.43,180
full_grid,rgb_0294.png,0.28,-0.14299999999999996,0.43,180
full_grid,rgb_0295.png,0.30500000000000005,-0.14299999999999996,0.43,180
full_grid,rgb_0296.png,0.32999999999999996,-0.14299999999999996,0.43,180
full_grid,rgb_0297.png,0.355,-0.14299999999999996,0.43,180
full_grid,rgb_0298.png,0.38,-0.14299999999999996,0.43,180
full_grid,rgb_0299.png,-0.17,-0.118,0.43,180
full_grid,rgb_0300.png,-0.145,-0.118,0.43,180
full_grid,rgb_0301.png,-0.12000000000000002,-0.118,0.43,180
full_grid,rgb_0302.png,-0.095,-0.118,0.43,180
full_grid,rgb_0303.png,-0.07,-0.118,0.43,180
full_grid,rgb_0304.png,-0.04500000000000001,-0.118,0.43,180
full_grid,rgb_0305.png,-0.01999999999999999,-0.118,0.43,180
full_grid,rgb_0306.png,0.0050000000000000044,-0.118,0.43,180
full_grid,rgb_0307.png,0.03,-0.118,0.43,180
full_grid,rgb_0308.png,0.05499999999999999,-0.118,0.43,180
full_grid,rgb_0309.png,0.07999999999999999,-0.118,0.43,180
full_grid,rgb_0310.png,0.10500000000000001,-0.118,0.43,180
full_grid,rgb_0311.png,0.13000000000000003,-0.118,0.43,180
full_grid,rgb_0312.png,0.155,-0.118,0.43,180
full_grid,rgb_0313.png,0.18000000000000002,-0.118,0.43,180
full_grid,rgb_0314.png,0.205,-0.118,0.43,180
full_grid,rgb_0315.png,0.23,-0.118,0.43,180
full_grid,rgb_0316.png,0.255,-0.118,0.43,180
full_grid,rgb_0317.png,0.28,-0.118,0.43,180
full_grid,rgb_0318.png,0.30500000000000005,-0.118,0.43,180
full_grid,rgb_0319.png,0.32999999999999996,-0.118,0.43,180
full_grid,rgb_0320.png,0.355,-0.118,0.43,180
full_grid,rgb_0321.png,0.38,-0.118,0.43,180
full_grid,rgb_0322.png,-0.17,-0.09299999999999997,0.43,180
full_grid,rgb_0323.png,-0.145,-0.09299999999999997,0.43,180
full_grid,rgb_0324.png,-0.12000000000000002,-0.09299999999999997,0.43,180
full_grid,rgb_0325.png,-0.095,-0.09299999999999997,0.43,180
full_grid,rgb_0326.png,-0.07,-0.09299999999999997,0.43,180
full_grid,rgb_0327.png,-0.04500000000000001,-0.09299999999999997,0.43,180
full_grid,rgb_0328.png,-0.01999999999999999,-0.09299999999999997,0.43,180
full_grid,rgb_0329.png,0.0050000000000000044,-0.09299999999999997,0.43,180
full_grid,rgb_0330.png,0.03,-0.09299999999999997,0.43,180
full_grid,rgb_0331.png,0.05499999999999999,-0.09299999999999997,0.43,180
full_grid,rgb_0332.png,0.07999999999999999,-0.09299999999999997,0.43,180
full_grid,rgb_0333.png,0.10500000000000001,-0.09299999999999997,0.43,180
full_grid,rgb_0334.png,0.13000000000000003,-0.09299999999999997,0.43,180
full_grid,rgb_0335.png,0.155,-0.09299999999999997,0.43,180
full_grid,rgb_0336.png,0.18000000000000002,-0.09299999999999997,0.43,180
full_grid,rgb_0337.png,0.205,-0.09299999999999997,0.43,180
full_grid,rgb_0338.png,0.23,-0.09299999999999997,0.43,180
full_grid,rgb_0339.png,0.255,-0.09299999999999997,0.43,180
full_grid,rgb_0340.png,0.28,-0.09299999999999997,0.43,180
full_grid,rgb_0341.png,0.30500000000000005,-0.09299999999999997,0.43,180
full_grid,rgb_0342.png,0.32999999999999996,-0.09299999999999997,0.43,180
full_grid,rgb_0343.png,0.355,-0.09299999999999997,0.43,180
full_grid,rgb_0344.png,0.38,-0.09299999999999997,0.43,180
full_grid,rgb_0345.png,-0.17,-0.068,0.43,180
full_grid,rgb_0346.png,-0.145,-0.068,0.43,180
full_grid,rgb_0347.png,-0.12000000000000002,-0.068,0.43,180
full_grid,rgb_0348.png,-0.095,-0.068,0.43,180
full_grid,rgb_0349.png,-0.07,-0.068,0.43,180
full_grid,rgb_0350.png,-0.04500000000000001,-0.068,0.43,180
full_grid,rgb_0351.png,-0.01999999999999999,-0.068,0.43,180
full_grid,rgb_0352.png,0.0050000000000000044,-0.068,0.43,180
full_grid,rgb_0353.png,0.03,-0.068,0.43,180
full_grid,rgb_0354.png,0.05499999999999999,-0.068,0.43,180
full_grid,rgb_0355.png,0.07999999999999999,-0.068,0.43,180
full_grid,rgb_0356.png,0.10500000000000001,-0.068,0.43,180
full_grid,rgb_0357.png,0.13000000000000003,-0.068,0.43,180
full_grid,rgb_0358.png,0.155,-0.068,0.43,180
full_grid,rgb_0359.png,0.18000000000000002,-0.068,0.43,180
full_grid,rgb_0360.png,0.205,-0.068,0.43,180
full_grid,rgb_0361.png,0.23,-0.068,0.43,180
full_grid,rgb_0362.png,0.255,-0.068,0.43,180
full_grid,rgb_0363.png,0.28,-0.068,0.43,180
full_grid,rgb_0364.png,0.30500000000000005,-0.068,0.43,180
full_grid,rgb_0365.png,0.32999999999999996,-0.068,0.43,180
full_grid,rgb_0366.png,0.355,-0.068,0.43,180
full_grid,rgb_0367.png,0.38,-0.068,0.43,180
full_grid,rgb_0368.png,-0.17,-0.04299999999999998,0.43,180
full_grid,rgb_0369.png,-0.145,-0.04299999999999998,0.43,180
full_grid,rgb_0370.png,-0.12000000000000002,-0.04299999999999998,0.43,180
full_grid,rgb_0371.png,-0.095,-0.04299999999999998,0.43,180
full_grid,rgb_0372.png,-0.07,-0.04299999999999998,0.43,180
full_grid,rgb_0373.png,-0.04500000000000001,-0.04299999999999998,0.43,180
full_grid,rgb_0374.png,-0.01999999999999999,-0.04299999999999998,0.43,180
full_grid,rgb_0375.png,0.0050000000000000044,-0.04299999999999998,0.43,180
full_grid,rgb_0376.png,0.03,-0.04299999999999998,0.43,180
full_grid,rgb_0377.png,0.05499999999999999,-0.04299999999999998,0.43,180
full_grid,rgb_0378.png,0.07999999999999999,-0.04299999999999998,0.43,180
full_grid,rgb_0379.png,0.10500000000000001,-0.04299999999999998,0.43,180
full_grid,rgb_0380.png,0.13000000000000003,-0.04299999999999998,0.43,180
full_grid,rgb_0381.png,0.155,-0.04299999999999998,0.43,180
full_grid,rgb_0382.png,0.18000000000000002,-0.04299999999999998,0.43,180
full_grid,rgb_0383.png,0.205,-0.04299999999999998,0.43,180
full_grid,rgb_0384.png,0.23,-0.04299999999999998,0.43,180
full_grid,rgb_0385.png,0.255,-0.04299999999999998,0.43,180
full_grid,rgb_0386.png,0.28,-0.04299999999999998,0.43,180
full_grid,rgb_0387.png,0.30500000000000005,-0.04299999999999998,0.43,180
full_grid,rgb_0388.png,0.32999999999999996,-0.04299999999999998,0.43,180
full_grid,rgb_0389.png,0.355,-0.04299999999999998,0.43,180
full_grid,rgb_0390.png,0.38,-0.04299999999999998,0.43,180
full_grid,rgb_0391.png,-0.17,-0.017999999999999957,0.43,180
full_grid,rgb_0392.png,-0.145,-0.017999999999999957,0.43,180
full_grid,rgb_0393.png,-0.12000000000000002,-0.017999999999999957,0.43,180
full_grid,rgb_0394.png,-0.095,-0.017999999999999957,0.43,180
full_grid,rgb_0395.png,-0.07,-0.017999999999999957,0.43,180
full_grid,rgb_0396.png,-0.04500000000000001,-0.017999999999999957,0.43,180
full_grid,rgb_0397.png,-0.01999999999999999,-0.017999999999999957,0.43,180
full_grid,rgb_0398.png,0.0050000000000000044,-0.017999999999999957,0.43,180
full_grid,rgb_0399.png,0.03,-0.017999999999999957,0.43,180
full_grid,rgb_0400.png,0.05499999999999999,-0.017999999999999957,0.43,180
full_grid,rgb_0401.png,0.07999999999999999,-0.017999999999999957,0.43,180
full_grid,rgb_0402.png,0.10500000000000001,-0.017999999999999957,0.43,180
full_grid,rgb_0403.png,0.13000000000000003,-0.017999999999999957,0.43,180
full_grid,rgb_0404.png,0.155,-0.017999999999999957,0.43,180
full_grid,rgb_0405.png,0.18000000000000002,-0.017999999999999957,0.43,180
full_grid,rgb_0406.png,0.205,-0.017999999999999957,0.43,180
full_grid,rgb_0407.png,0.23,-0.017999999999999957,0.43,180
full_grid,rgb_0408.png,0.255,-0.017999999999999957,0.43,180
full_grid,rgb_0409.png,0.28,-0.017999999999999957,0.43,180
full_grid,rgb_0410.png,0.30500000000000005,-0.017999999999999957,0.43,180
full_grid,rgb_0411.png,0.32999999999999996,-0.017999999999999957,0.43,180
full_grid,rgb_0412.png,0.355,-0.017999999999999957,0.43,180
full_grid,rgb_0413.png,0.38,-0.017999999999999957,0.43,180
full_grid,rgb_0414.png,-0.17,0.007000000000000009,0.43,180
full_grid,rgb_0415.png,-0.145,0.007000000000000009,0.43,180
full_grid,rgb_0416.png,-0.12000000000000002,0.007000000000000009,0.43,180
