Unnamed: 0,frame_number,body_x,body_y,body_prob,time,headings,in_arena,body_x_cm,body_y_cm,rel_x,rel_y,rel_x_cm,rel_y_cm,food_rel_x,food_rel_y,food_rel_x_cm,food_rel_y_cm,dist_to_food_cm
310,310,513.9096069335938,372.6183776855469,0.999228835105896,10.333333333333334,40.8408257555261,1.0,44.58833765561443,32.32948716422285,-85.09039306640625,265.6183776855469,-7.382697513541777,23.045846491268403,-109.09039306640624,-241.38162231445312,-9.465009440185767,-20.942992959085853,22.982501121225365
311,311,516.8652954101562,374.0968017578125,0.9991829991340636,10.366666666666667,26.574042498965028,1.0,44.84478204587236,32.45775966748603,-82.13470458984375,267.0968017578125,-7.126253123283848,23.17411899453158,-106.13470458984376,-239.9031982421875,-9.208565049927838,-20.814720455822677,22.76071743009862
312,312,516.8654174804688,374.0972290039063,0.9991838335990906,10.4,74.05460410109076,1.0,44.84479263705851,32.45779673663756,-82.13458251953125,267.0972290039063,-7.126242532097698,23.17415606368311,-106.13458251953124,-239.9027709960937,-9.208554458741688,-20.814683386671145,22.76067924529
313,313,519.293212890625,375.73638916015625,0.9988628625869752,10.433333333333334,34.025806362349755,1.0,45.05543544280933,32.60001518426418,-79.706787109375,268.73638916015625,-6.915599726346869,23.31637451130973,-103.706787109375,-238.26361083984372,-8.997911652990858,-20.672464939044524,22.545802730687004
314,314,524.7705078125,377.6739501953125,0.997349739074707,10.466666666666669,19.480935336891847,1.0,45.53066196537462,32.76812378643528,-74.2294921875,270.6739501953125,-6.440373203781583,23.48448311348084,-98.2294921875,-236.3260498046875,-8.522685130425574,-20.504356336873418,22.205062274667416
315,315,529.0021362304688,379.9059753417969,0.9975685477256776,10.5,27.80996429357063,1.0,45.89781072886887,32.961780977397524,-69.99786376953125,272.9059753417969,-6.073224440287335,23.67814030444308,-93.99786376953124,-234.09402465820312,-8.155536366931324,-20.31069914591118,21.886920140304262
316,316,531.8305053710938,381.0272216796875,0.9985129237174988,10.533333333333331,21.624789270477702,1.0,46.143208511972006,33.05906366998484,-67.16949462890625,274.0272216796875,-5.8278266571842,23.77542299703039,-91.16949462890624,-232.9727783203125,-7.910138583828189,-20.213416453323862,21.706047478315146
317,317,534.167724609375,382.7350158691406,0.9991425275802612,10.566666666666666,36.15540927701831,1.0,46.34599265759929,33.207237012024486,-64.832275390625,275.7350158691406,-5.625042511556916,23.92359633907004,-88.832275390625,-231.26498413085935,-7.707354438200904,-20.065243111284214,21.494587540843714
318,318,535.9810791015625,384.0436096191406,0.9990430474281312,10.6,35.81581928397797,1.0,46.503324727862434,33.32077452755602,-63.0189208984375,277.0436096191406,-5.46771044129377,24.03713385460157,-87.0189208984375,-229.95639038085935,-7.55002236793776,-19.951705595752685,21.3324493187245
319,319,538.4373779296875,385.3382263183594,0.9991395473480223,10.633333333333333,27.79191805523447,1.0,46.71644057557937,33.43309935227334,-60.5626220703125,278.3382263183594,-5.254594593576839,24.14945867931889,-84.5626220703125,-228.66177368164065,-7.336906520220829,-19.83938077103537,21.152570214150963
320,320,540.671630859375,386.6129455566406,0.9992316961288452,10.666666666666666,29.70626615099008,1.0,46.910291055688845,33.54369781364815,-58.328369140625,279.6129455566406,-5.060744113467358,24.260057140693704,-82.328369140625,-227.38705444335935,-7.143056040111348,-19.72878230966055,20.982090005863242
321,321,544.478759765625,388.6648254394531,0.9994063377380372,10.7,28.32277124489569,1.0,47.24060896934533,33.72172506164904,-54.521240234375,281.6648254394531,-4.73042619981088,24.438084388694595,-78.521240234375,-225.33517456054688,-6.81273812645487,-19.55075506165966,20.703753868819597
322,322,547.4046020507812,389.38665771484375,0.9994670748710632,10.733333333333333,13.85864990345263,1.0,47.4944638145895,33.78435339315248,-51.59539794921875,282.3866577148437,-4.476571354566707,24.50071272019803,-75.59539794921875,-224.61334228515625,-6.558883281210696,-19.488126730156225,20.562247769812878
323,323,549.4080200195312,390.1264343261719,0.9995107650756836,10.766666666666666,20.26703270527753,1.0,47.66828636168871,33.84853862902001,-49.59197998046875,283.1264343261719,-4.302748807467499,24.564897956065565,-73.59197998046875,-223.87356567382807,-6.385060734111488,-19.423941494288687,20.446479006221146
324,324,549.4257202148438,390.1277465820313,0.9995150566101074,10.8,4.240033550634948,1.0,47.66982208368051,33.848652484271135,-49.57427978515625,283.1277465820313,-4.301213085475701,24.565011811316687,-73.57427978515625,-223.8722534179687,-6.383525012119691,-19.42382763903757,20.44589131662881
325,325,552.3604125976562,390.2757873535156,0.9994208812713624,10.833333333333334,2.8878418712561285,1.0,47.92444478992058,33.86149694527494,-46.63958740234375,283.2757873535156,-4.046590379235629,24.57785627232049,-70.63958740234375,-223.7242126464844,-6.128902305879618,-19.41098317803376,20.355581824475713
326,326,556.1312255859375,390.7884216308594,0.99934583902359,10.866666666666667,7.741782166440061,1.0,48.25161182569733,33.90597463151325,-42.8687744140625,283.7884216308594,-3.7194233434588746,24.6223339585588,-66.8687744140625,-223.21157836914065,-5.801735270102864,-19.36650549179545,20.21686590716026
327,327,561.8770141601562,391.9328918457031,0.9995416402816772,10.9,11.264980477643135,1.0,48.75013366220027,34.00527229726566,-37.12298583984375,284.9328918457031,-3.220901506955939,24.72163162431121,-61.12298583984375,-222.06710815429688,-5.303213433599928,-19.26720782604304,19.983727633608517
328,328,565.029541015625,393.0122985839844,0.99940824508667,10.933333333333334,18.900903601197868,1.0,49.023656340125605,34.098924860799954,-33.970458984375,286.0122985839844,-2.947378829030604,24.815284187845503,-57.970458984375,-220.9877014160156,-5.029690755674593,-19.17355526250875,19.822285703273355
329,329,566.724853515625,393.8507995605469,0.999578297138214,10.966666666666669,26.31698325313151,1.0,49.17074673338138,34.17167571846657,-32.275146484375,286.8507995605469,-2.800288435774827,24.88803504551212,-56.275146484375,-220.14920043945312,-4.882600362418816,-19.100804404842137,19.714981998752343
330,330,567.0427856445312,395.1942443847656,0.9996404647827148,11.0,76.68565264784853,1.0,49.19833147770992,34.288237017644015,-31.95721435546875,288.1942443847656,-2.772703691446294,25.00459634468957,-55.95721435546875,-218.8057556152344,-4.855015618090283,-18.984243105664685,19.59522041077562
331,331,567.8727416992188,395.7414245605469,0.9997498393058776,11.033333333333331,33.3963906885096,1.0,49.270340952346,34.33571200956287,-31.12725830078125,288.7414245605469,-2.7006942168102035,25.05207133660842,-55.12725830078125,-218.25857543945312,-4.783006143454192,-18.93676811374583,19.531470358426713
332,332,568.4213256835938,396.5565490722656,0.9997287392616272,11.066666666666666,56.05919532108099,1.0,49.31793774290559,34.406434655081696,-30.57867431640625,289.5565490722656,-2.6530974262506226,25.12279398212725,-54.57867431640625,-217.4434509277344,-4.735409352894611,-18.866045468227007,19.45126662581875
333,333,568.4515380859375,396.5565490722656,0.9997133612632751,11.1,0.0,1.0,49.32055906147779,34.406434655081696,-30.5484619140625,289.5565490722656,-2.650476107678416,25.12279398212725,-54.5484619140625,-217.4434509277344,-4.732788034322405,-18.866045468227007,19.450628632181374
334,334,568.4702758789062,396.5565490722656,0.999708354473114,11.133333333333333,0.0,1.0,49.32218480855187,34.406434655081696,-30.52972412109375,289.5565490722656,-2.64885036060434,25.12279398212725,-54.52972412109375,-217.4434509277344,-4.731162287248329,-18.866045468227007,19.450233114219724
335,335,568.8118896484375,396.1546936035156,0.9996330738067628,11.166666666666666,310.3675677082411,1.0,49.351824242993565,34.37156847027481,-30.1881103515625,289.1546936035156,-2.619210926162644,25.087927797320365,-54.1881103515625,-217.8453063964844,-4.701522852806632,-18.90091165303389,19.476878046834283
336,336,568.8118896484375,396.150634765625,0.9996349811553956,11.2,270.0,1.0,49.351824242993565,34.37121631333531,-30.1881103515625,289.150634765625,-2.619210926162644,25.087575640380862,-54.1881103515625,-217.849365234375,-4.701522852806632,-18.90126380997339,19.47721979004377
337,337,568.825927734375,395.7346496582031,0.9996086955070496,11.233333333333333,271.9328046623808,1.0,49.35304222940085,34.33512419873153,-30.174072265625,288.7346496582031,-2.617992939755355,25.05148352577708,-54.174072265625,-218.26535034179688,-4.700304866399344,-18.937355924577176,19.5119531377875
338,338,569.0745849609375,395.4700317382813,0.9996170997619628,11.266666666666666,313.2189167094046,1.0,49.37461647558907,34.31216515495416,-29.9254150390625,288.4700317382813,-2.596418693567134,25.028524481999707,-53.9254150390625,-218.5299682617187,-4.678730620211123,-18.960314968354545,19.52905691311566
