Unnamed: 0,frame_number,body_x,body_y,body_prob,time,headings,in_arena,body_x_cm,body_y_cm,rel_x,rel_y,rel_x_cm,rel_y_cm,food_rel_x,food_rel_y,food_rel_x_cm,food_rel_y_cm,dist_to_food_cm
1152,1152,370.603271484375,543.8446655273438,0.9994478821754456,38.412229299363055,314.12816067481026,1.0,32.40791085581004,47.5572419240262,-231.396728515625,435.84466552734375,-20.234803972518684,38.113033948179854,-252.396728515625,-70.15533447265625,-22.07117774559992,-6.134829346063226,22.90792478997571
1153,1153,371.031005859375,541.6661987304688,0.9991764426231384,38.44557324840764,281.1085139309014,1.0,32.44531467429076,47.36674291015432,-230.968994140625,433.6661987304688,-20.19740015403796,37.92253493430797,-251.968994140625,-72.33380126953125,-22.03377392711919,-6.325328359935109,22.92372073491554
1154,1154,371.0985107421875,539.8982543945312,0.9989896416664124,38.47891719745223,272.1866451487447,1.0,32.451217731259895,47.21214259535512,-230.9014892578125,431.8982543945313,-20.191497097068822,37.76793461950877,-251.9014892578125,-74.10174560546875,-22.027870870150057,-6.479928674734306,22.961197065955627
1155,1155,371.1035461425781,539.7509765625,0.999014139175415,38.51226114649681,271.95816878351815,1.0,32.4516580587463,47.199263683540906,-230.89645385742188,431.7509765625,-20.191056769582428,37.75505570769456,-251.89645385742188,-74.2490234375,-22.027430542663662,-6.492807586548518,22.96441261316766
1156,1156,371.1172180175781,539.712890625,0.998958945274353,38.5456050955414,289.7468366054261,1.0,32.45285361458814,47.1959332065529,-230.88278198242188,431.712890625,-20.189861213740578,37.75172523070655,-251.88278198242188,-74.287109375,-22.02623498682181,-6.496138063536528,22.96420774673538
1157,1157,371.1172180175781,539.5297241210938,0.99897563457489,38.57894904458598,270.0,1.0,32.45285361458814,47.17991596065383,-230.88278198242188,431.52972412109375,-20.189861213740578,37.73570798480748,-251.88278198242188,-74.47027587890625,-22.02623498682181,-6.512155309435596,22.96874385918619
1158,1158,371.1035461425781,539.0311889648438,0.99892657995224,38.61229299363057,268.4291088888385,1.0,32.4516580587463,47.13632087084924,-230.89645385742188,431.03118896484375,-20.191056769582428,37.692112895002886,-251.89645385742188,-74.96881103515625,-22.027430542663662,-6.555750399240189,22.98228795418354
2737,2737,371.6633605957031,689.3446655273438,0.9989520311355592,91.26238853503185,31.1237835667296,1.0,32.50061180062775,60.28068878037475,-230.33663940429688,581.3446655273438,-20.142103027700973,50.83648080452841,-251.33663940429688,75.34466552734375,-21.978476800782204,6.588617510285326,22.944788584324765
2738,2738,373.3826293945313,689.6900634765625,0.9990615248680116,91.29573248407642,11.359405785263036,1.0,32.6509556163918,60.310892577290055,-228.6173706054687,581.6900634765625,-19.991759211936927,50.86668460144371,-249.6173706054687,75.6900634765625,-21.82813298501816,6.618821307200629,22.809563457205638
2739,2739,374.7360534667969,691.4149780273438,0.9990886449813844,91.32907643312102,51.88111551087571,1.0,32.76930763878062,60.461730093569145,-227.26394653320312,583.4149780273438,-19.873407189548104,51.0175221177228,-248.26394653320312,77.41497802734375,-21.70978096262934,6.769658823479719,22.740775493189762
2740,2740,376.7132568359375,693.0816650390625,0.9985705614089966,91.3624203821656,40.1292721280759,1.0,32.94220689645384,60.60747582291464,-225.2867431640625,585.0816650390625,-19.70050793187488,51.16326784706829,-246.2867431640625,79.0816650390625,-21.536881704956112,6.915404552825216,22.619904811968354
2741,2741,379.08697509765625,694.1502685546875,0.9984943866729736,91.3957643312102,24.23638202304696,1.0,33.14977994219214,60.70092132148208,-222.9130249023437,586.1502685546875,-19.492934886136577,51.25671334563573,-243.91302490234372,80.1502685546875,-21.32930865921781,7.008850051392653,22.451356015240833
2742,2742,379.6392822265625,696.0908203125,0.998895525932312,91.42910828025477,74.11293408516144,1.0,33.19807719582115,60.87061552878463,-222.3607177734375,588.0908203125,-19.44463763250757,51.42640755293828,-243.3607177734375,82.0908203125,-21.281011405588803,7.178544258695204,22.459139434066625
2743,2743,380.2547607421875,696.9033813476562,0.998565137386322,91.46245222929936,52.85770518647865,1.0,33.25189855791585,60.94167104183171,-221.7452392578125,588.9033813476562,-19.390816270412863,51.49746306598536,-242.7452392578125,82.90338134765625,-21.2271900434941,7.249599771742283,22.431011880721318
2744,2744,383.3899536132813,699.4232177734375,0.995759904384613,91.49579617834394,38.78974952309021,1.0,33.526059794202894,61.16202159062978,-218.6100463867187,591.4232177734375,-19.116655034125824,51.71781361478343,-239.6100463867187,85.4232177734375,-20.95302880720706,7.469950320540351,22.244765091746636
2745,2745,384.9279479980469,701.956787109375,0.9973994493484496,91.52914012738852,58.74030257409278,1.0,33.66055182045669,61.38357303257256,-217.07205200195312,593.956787109375,-18.98216300787203,51.93936505672621,-238.07205200195312,87.956787109375,-20.818536780953263,7.691501762483136,22.19393324902517
2746,2746,385.6872863769531,704.09765625,0.9987519979476928,91.56248407643312,70.47106745160016,1.0,33.726953205405145,61.57078426787936,-216.31271362304688,596.09765625,-18.91576162292358,52.12657629203301,-237.31271362304688,90.09765625,-20.75213539600481,7.878712997789932,22.197415209786474
2747,2747,387.6422119140625,705.8328857421875,0.9990437626838684,91.5958280254777,41.59287610575146,1.0,33.897904347532496,61.7225237883427,-214.3577880859375,597.8328857421875,-18.744810480796225,52.27831581249635,-235.3577880859375,91.8328857421875,-20.58118425387746,8.030452518253274,22.092381332485953
